  0.0000    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00   -0.63977658E+09   -0.83890017E+04   -0.32813258E+04   -0.13130914E+04    0.00000000E+00    0.00000000E+00    0.77364583E+10    0.16779648E+05    0.65626838E+04   -0.17238067E+05
  0.0003   -0.14732911E+09   -0.55962551E+09   -0.57247042E+09   -0.15107568E+04   -0.87701745E+03    0.88415353E+03    0.17080587E+06   -0.13772748E+10   -0.20591190E+10   -0.64468350E+04   -0.26220456E+04    0.37127106E+04    0.00000000E+00    0.21082907E+09    0.31678991E+09   -0.48300761E+04   -0.10169152E+04   -0.19915004E+04    0.00000000E+00    0.20591040E+10    0.30843485E+10    0.96617805E+04    0.20338573E+04   -0.74549562E+04
  0.0004   -0.15718437E+09   -0.71817784E+09   -0.56964645E+09   -0.18621932E+04   -0.90785949E+03    0.84462372E+03   -0.34352630E+06   -0.14262313E+10   -0.16045357E+10   -0.62282232E+04   -0.20431873E+04    0.28930707E+04    0.00000000E+00    0.39606123E+09    0.44380664E+09   -0.35010099E+04   -0.46442342E+03   -0.18297680E+04    0.00000000E+00    0.16045104E+10    0.18074521E+10    0.70036382E+04    0.92887096E+03   -0.46316473E+04
  0.0005   -0.15438207E+09   -0.77220005E+09   -0.48807396E+09   -0.19889853E+04   -0.81641085E+03    0.68511947E+03    0.19862131E+06   -0.12820541E+10   -0.11543737E+10   -0.55827558E+04   -0.14699590E+04    0.20814026E+04    0.00000000E+00    0.49695263E+09    0.44780043E+09   -0.25088663E+04   -0.16764260E+03   -0.15452738E+04    0.00000000E+00    0.11543538E+10    0.10358983E+10    0.50193402E+04    0.33530678E+03   -0.28515722E+04
  0.0006   -0.14510863E+09   -0.75559853E+09   -0.38455245E+09   -0.19641393E+04   -0.68215321E+03    0.50089938E+03   -0.82003257E+04   -0.10713945E+10   -0.80103029E+09   -0.48307958E+04   -0.10200178E+04    0.14443039E+04    0.00000000E+00    0.52894554E+09    0.39640480E+09   -0.18093833E+04   -0.27436526E+02   -0.12469522E+04    0.00000000E+00    0.80101205E+09    0.60035623E+09    0.36203632E+04    0.54892414E+02   -0.17920676E+04
  0.0007   -0.13390575E+09   -0.69912341E+09   -0.28956955E+09   -0.18577984E+04   -0.55078255E+03    0.34006082E+03   -0.12368165E+06   -0.86517652E+09   -0.55675353E+09   -0.41260965E+04   -0.70896008E+03    0.10038588E+04    0.00000000E+00    0.51549799E+09    0.33064338E+09   -0.13248288E+04    0.31286875E+02   -0.98591770E+03    0.00000000E+00    0.55673832E+09    0.35895603E+09    0.26512433E+04   -0.62556302E+02   -0.11668630E+04
  0.0008   -0.12181799E+09   -0.62959922E+09   -0.21475848E+09   -0.17179553E+04   -0.44181541E+03    0.21887618E+03    0.11765385E+06   -0.69379015E+09   -0.39024398E+09   -0.35140252E+04   -0.49692977E+03    0.70363246E+03    0.00000000E+00    0.48098868E+09    0.27087552E+09   -0.98638191E+03    0.54686246E+02   -0.77864606E+03    0.00000000E+00    0.39023077E+09    0.21801428E+09    0.19743389E+04   -0.10935668E+03   -0.78006456E+03
  0.0009   -0.11017798E+09   -0.55985675E+09   -0.15621791E+09   -0.15682919E+04   -0.35260457E+03    0.12799046E+03   -0.43588802E+05   -0.55383574E+09   -0.27575967E+09   -0.29993778E+04   -0.35114748E+03    0.49721064E+03    0.00000000E+00    0.43921121E+09    0.21927656E+09   -0.74861703E+03    0.58886878E+02   -0.61570432E+03    0.00000000E+00    0.27574896E+09    0.13822052E+09    0.14987988E+04   -0.11775933E+03   -0.54298648E+03
  0.0010   -0.99746137E+08   -0.49373635E+09   -0.11256324E+09   -0.14232263E+04   -0.28279977E+03    0.63494287E+02   -0.46836387E+05   -0.44420328E+09   -0.20052765E+09   -0.25755263E+04   -0.25534836E+03    0.36156296E+03    0.00000000E+00    0.39527706E+09    0.17756034E+09   -0.57841218E+03    0.55809060E+02   -0.49044470E+03    0.00000000E+00    0.20051816E+09    0.90656256E+08    0.11583792E+04   -0.11160489E+03   -0.39050343E+03
  0.0012   -0.81578833E+08   -0.38496342E+09   -0.56846418E+08   -0.11674143E+04   -0.18678271E+03   -0.11898105E+02   -0.49754350E+05   -0.29340175E+09   -0.10947249E+09   -0.19352366E+04   -0.13940033E+03    0.19738523E+03    0.00000000E+00    0.31761107E+09    0.11881838E+09   -0.36196065E+03    0.44649394E+02   -0.32088823E+03    0.00000000E+00    0.10946539E+09    0.41546890E+08    0.72545754E+03   -0.89287465E+02   -0.21710398E+03
  0.0014   -0.67432680E+08   -0.30296088E+09   -0.26669851E+08   -0.96242884E+03   -0.12826893E+03   -0.46220727E+02    0.45394223E+05   -0.20140530E+09   -0.64416667E+08   -0.14946483E+04   -0.82027044E+02    0.11614697E+03    0.00000000E+00    0.25536845E+09    0.82226766E+08   -0.23910930E+03    0.34176425E+02   -0.21878930E+03    0.00000000E+00    0.64411261E+08    0.20173412E+08    0.47973777E+03   -0.68342983E+02   -0.13040528E+03
  0.0015   -0.61573782E+08   -0.27044109E+09   -0.16558685E+08   -0.87662024E+03   -0.10698478E+03   -0.56042974E+02   -0.46052161E+05   -0.16806811E+09   -0.50200124E+08   -0.13257774E+04   -0.63923949E+02    0.90513725E+02    0.00000000E+00    0.22998544E+09    0.68759991E+08   -0.19809768E+03    0.29087203E+02   -0.18244879E+03    0.00000000E+00    0.50195345E+08    0.15539823E+08    0.39770654E+03   -0.58165140E+02   -0.10597248E+03
  0.0016   -0.56440949E+08   -0.24210085E+09   -0.95227346E+07   -0.80101948E+03   -0.90616867E+02   -0.61320744E+02    0.97230040E+04   -0.14230521E+09   -0.40419892E+08   -0.11833540E+04   -0.51469973E+02    0.72879403E+02    0.00000000E+00    0.20747283E+09    0.58360182E+08   -0.16548826E+03    0.25433039E+02   -0.15410857E+03    0.00000000E+00    0.40415643E+08    0.11238943E+08    0.33248004E+03   -0.50857346E+02   -0.85433282E+02
  0.0017   -0.51762633E+08   -0.21816257E+09   -0.42430792E+07   -0.73399438E+03   -0.77325764E+02   -0.64272185E+02    0.23925484E+05   -0.12141633E+09   -0.31797076E+08   -0.10611089E+04   -0.40489831E+02    0.57331968E+02    0.00000000E+00    0.18826389E+09    0.49908811E+08   -0.13949800E+03    0.22313851E+02   -0.13122762E+03    0.00000000E+00    0.31793211E+08    0.81355536E+07    0.28049216E+03   -0.44619450E+02   -0.69647994E+02
  0.0018   -0.47702752E+08   -0.19705754E+09    0.11309945E+06   -0.67418433E+03   -0.65917636E+02   -0.66265580E+02   -0.37930525E+05   -0.10356087E+09   -0.25870341E+08   -0.95668239E+03   -0.32942832E+02    0.46645723E+02    0.00000000E+00    0.17113524E+09    0.42599988E+08   -0.11886315E+03    0.19074983E+02   -0.11198133E+03    0.00000000E+00    0.25866882E+08    0.68688329E+07    0.23921539E+03   -0.38142146E+02   -0.59273699E+02
