0.000000000000000000e+00 1.434513171680592987e+33
1.000000000000000000e+00 1.635840187223658954e+31
2.000000000000000000e+00 3.053752469816264718e+29
3.000000000000000000e+00 8.641925755882831200e+27
4.000000000000000000e+00 3.485716689535440066e+26
5.000000000000000000e+00 1.906085311427621899e+25
6.000000000000000000e+00 1.356228819966954113e+24
7.000000000000000000e+00 1.213681351818481595e+23
8.000000000000000000e+00 1.327798095077826154e+22
9.000000000000000000e+00 1.733976495595015373e+21
1.000000000000000000e+01 2.648784712985195315e+20
1.100000000000000000e+01 4.652021814314801562e+19
1.200000000000000000e+01 9.255290360833548288e+18
1.300000000000000000e+01 2.059358681266699264e+18
1.348870750000000029e+01 1.025829155918699776e+18
1.400000000000000000e+01 5.068099670321629440e+17
1.500000000000000000e+01 1.366226953705129920e+17
1.600000000000000000e+01 4.000193267401964800e+16
1.700000000000000000e+01 1.262636528202447800e+16
1.800000000000000000e+01 4.268255683698275500e+15
1.900000000000000000e+01 1.536246359957596500e+15
2.000000000000000000e+01 5.856648919176967500e+14
2.100000000000000000e+01 2.353972261428459062e+14
2.200000000000000000e+01 9.933697013195998438e+13
2.300000000000000000e+01 4.384859476283979688e+13
2.400000000000000000e+01 2.017792491061045703e+13
2.500000000000000000e+01 9.650578071223193359e+12
2.600000000000000000e+01 4.784006063895312500e+12
2.700000000000000000e+01 2.451931489157284668e+12
2.800000000000000000e+01 1.296330238714799805e+12
2.900000000000000000e+01 7.055302622994531250e+11
3.000000000000000000e+01 3.945350410925548096e+11
3.100000000000000000e+01 2.262944524814068909e+11
3.200000000000000000e+01 1.329200724028465576e+11
3.300000000000000000e+01 7.983645716950425720e+10
3.400000000000000000e+01 4.896902751833370972e+10
3.500000000000000000e+01 3.063470457918664169e+10
3.600000000000000000e+01 1.952452521451133728e+10
3.700000000000000000e+01 1.266372671815765190e+10
3.800000000000000000e+01 8.350855809224958420e+09
3.900000000000000000e+01 5.593611087513614655e+09
4.000000000000000000e+01 3.802578018332107544e+09
4.100000000000000000e+01 2.621481647269869804e+09
4.200000000000000000e+01 1.831385862171261311e+09
4.300000000000000000e+01 1.295625525727905512e+09
4.400000000000000000e+01 9.276159502144353390e+08
4.500000000000000000e+01 6.717171659619102478e+08
4.600000000000000000e+01 4.916891948600968719e+08
4.700000000000000000e+01 3.636249178514655232e+08
4.800000000000000000e+01 2.715573863313059211e+08
4.900000000000000000e+01 2.046979033924838901e+08
5.000000000000000000e+01 1.556754874838395715e+08
5.100000000000000000e+01 1.194001874342119098e+08
5.200000000000000000e+01 9.232097460032908618e+07
5.300000000000000000e+01 7.193630589869816601e+07
5.400000000000000000e+01 5.646772051407669485e+07
5.500000000000000000e+01 4.463912415091805905e+07
5.600000000000000000e+01 3.552723459996798635e+07
5.700000000000000000e+01 2.845853172787959501e+07
5.797785950000000099e+01 2.304615314198376238e+07
5.800000000000000000e+01 2.293767365369227529e+07
5.900000000000000000e+01 1.859771260668658093e+07
6.000000000000000000e+01 1.516477225485489331e+07
6.100000000000000000e+01 1.243304619529557414e+07
6.200000000000000000e+01 1.024679218438166007e+07
6.300000000000000000e+01 8.487424567817090079e+06
6.400000000000000000e+01 7.064057577790955082e+06
6.500000000000000000e+01 5.906638492965227924e+06
6.600000000000000000e+01 4.960843413381013088e+06
6.700000000000000000e+01 4.184316044940681662e+06
6.800000000000000000e+01 3.543861359369021375e+06
6.900000000000000000e+01 3.013307933882547077e+06
7.000000000000000000e+01 2.571931975668804720e+06
7.100000000000000000e+01 2.203245814328818116e+06
7.200000000000000000e+01 1.894067228890134720e+06
7.300000000000000000e+01 1.633801186645547161e+06
7.400000000000000000e+01 1.413906789242176805e+06
7.500000000000000000e+01 1.227462910506470362e+06
7.600000000000000000e+01 1.068839950172859477e+06
7.700000000000000000e+01 9.334395666109620361e+05
7.800000000000000000e+01 8.174921224730876274e+05
7.900000000000000000e+01 7.178959455220720265e+05
8.000000000000000000e+01 6.320894590571805602e+05
