0.000000000000000000e+00 4.210205288992338657e+09
1.000000000000000000e+00 4.079534824412820339e+09
2.000000000000000000e+00 3.952630814794901371e+09
3.000000000000000000e+00 3.829199052088223934e+09
4.000000000000000000e+00 3.708983583991069317e+09
5.000000000000000000e+00 3.591760209507404804e+09
6.000000000000000000e+00 3.477331153576962471e+09
7.000000000000000000e+00 3.365521102272795677e+09
8.000000000000000000e+00 3.256173606918410301e+09
9.000000000000000000e+00 3.149148553880217552e+09
1.000000000000000000e+01 3.044319783138489723e+09
1.100000000000000000e+01 2.941573291176743984e+09
1.200000000000000000e+01 2.840805660979115009e+09
1.300000000000000000e+01 2.741922465047428608e+09
1.348870750000000029e+01 2.694273552091429234e+09
1.400000000000000000e+01 2.644837720694673061e+09
1.500000000000000000e+01 2.549472383611280918e+09
1.600000000000000000e+01 2.455753917029217720e+09
1.700000000000000000e+01 2.363615416443409443e+09
1.800000000000000000e+01 2.272994676544899464e+09
1.900000000000000000e+01 2.183834666872043133e+09
2.000000000000000000e+01 2.096081606535351038e+09
2.100000000000000000e+01 2.009686195532529116e+09
2.200000000000000000e+01 1.924601797228343010e+09
2.300000000000000000e+01 1.840784804699275732e+09
2.400000000000000000e+01 1.758194805999892950e+09
2.500000000000000000e+01 1.676793281586143494e+09
2.600000000000000000e+01 1.596544146237324238e+09
2.700000000000000000e+01 1.517413565919842720e+09
2.800000000000000000e+01 1.439369021177546263e+09
2.900000000000000000e+01 1.362380369235400677e+09
3.000000000000000000e+01 1.286418362390227318e+09
3.100000000000000000e+01 1.211455701120432138e+09
3.200000000000000000e+01 1.137466191013303280e+09
3.300000000000000000e+01 1.064424792811601758e+09
3.400000000000000000e+01 9.923073942678340673e+08
3.500000000000000000e+01 9.210914205272210836e+08
3.600000000000000000e+01 8.507549239591954947e+08
3.700000000000000000e+01 7.812767875184249878e+08
3.800000000000000000e+01 7.126369449829875231e+08
3.900000000000000000e+01 6.448155190263221264e+08
4.000000000000000000e+01 5.777938218027713299e+08
4.100000000000000000e+01 5.115537876616446376e+08
4.200000000000000000e+01 4.460779211463184953e+08
4.300000000000000000e+01 3.813489955315755010e+08
4.400000000000000000e+01 3.173505410312379003e+08
4.500000000000000000e+01 2.540665509995577633e+08
4.600000000000000000e+01 1.914811946082671285e+08
4.700000000000000000e+01 1.295795377209757417e+08
4.800000000000000000e+01 6.834676185931821167e+07
4.900000000000000000e+01 7.768164060939885676e+06
5.000000000000000000e+01 -5.217040541749273986e+07
5.100000000000000000e+01 -1.114825457991867065e+08
5.200000000000000000e+01 -1.701818245574400127e+08
5.300000000000000000e+01 -2.282817881266003847e+08
5.400000000000000000e+01 -2.857950244129112959e+08
5.500000000000000000e+01 -3.427346129807398319e+08
5.600000000000000000e+01 -3.991131860046789050e+08
5.700000000000000000e+01 -4.549427096210033894e+08
5.797785950000000099e+01 -5.090150528930736780e+08
5.800000000000000000e+01 -5.102356792160534859e+08
5.900000000000000000e+01 -5.650039543010749817e+08
6.000000000000000000e+01 -6.192594721329823732e+08
6.100000000000000000e+01 -6.730135687334425449e+08
6.200000000000000000e+01 -7.262779087536951303e+08
6.300000000000000000e+01 -7.790635959137001038e+08
6.400000000000000000e+01 -8.313820507941640615e+08
6.500000000000000000e+01 -8.832441492081419230e+08
6.600000000000000000e+01 -9.346609178064312935e+08
6.700000000000000000e+01 -9.856432580483573675e+08
6.800000000000000000e+01 -1.036201212400398493e+09
6.900000000000000000e+01 -1.086345749593474388e+09
7.000000000000000000e+01 -1.136087590853548765e+09
7.100000000000000000e+01 -1.185436803244405031e+09
7.200000000000000000e+01 -1.234403097485115051e+09
7.300000000000000000e+01 -1.282997322204263210e+09
7.400000000000000000e+01 -1.331229142833779573e+09
7.500000000000000000e+01 -1.379108473078370333e+09
7.600000000000000000e+01 -1.426644997110835075e+09
7.700000000000000000e+01 -1.473848516380900145e+09
7.800000000000000000e+01 -1.520728681064493656e+09
7.900000000000000000e+01 -1.567294896320869207e+09
8.000000000000000000e+01 -1.613556430912262440e+09
