  0.0000    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00    0.00000000E+00   -0.24986941E+07   -0.52380105E+03   -0.12817507E+02   -0.51304242E+01    0.00000000E+00    0.00000000E+00    0.30221163E+08    0.10487898E+04    0.25637030E+02   -0.67336569E+02
  0.0003   -0.54732725E+05   -0.55671377E+05   -0.22209981E+05   -0.67528215E+00   -0.32416458E-01    0.35911220E-01   -0.23040165E+05   -0.73948533E+05   -0.12445535E+07   -0.43522731E+02   -0.15847924E+01    0.22440020E+01    0.00000000E+00   -0.98911326E+05   -0.24672328E+07   -0.52244974E+03   -0.12752617E+02   -0.51623228E+01    0.00000000E+00    0.12443958E+07    0.30093248E+08    0.10460871E+04    0.25507248E+02   -0.67072829E+02
  0.0004   -0.72849917E+05   -0.75068430E+05   -0.39359908E+05   -0.11979578E+01   -0.57455142E-01    0.63633258E-01   -0.22660097E+05   -0.11289041E+06   -0.16541325E+07   -0.57916060E+02   -0.21063430E+01    0.29824965E+01    0.00000000E+00   -0.13061946E+06   -0.24429131E+07   -0.52140255E+03   -0.12702408E+02   -0.51869322E+01    0.00000000E+00    0.16539226E+07    0.29994243E+08    0.10439927E+04    0.25406829E+02   -0.66868664E+02
  0.0005   -0.90859140E+05   -0.95176060E+05   -0.61250791E+05   -0.18667162E+01   -0.89425320E-01    0.99009071E-01   -0.22177778E+05   -0.16261557E+06   -0.20592305E+07   -0.72212095E+02   -0.26221876E+01    0.37129116E+01    0.00000000E+00   -0.16125709E+06   -0.24118367E+07   -0.52006104E+03   -0.12638188E+02   -0.52183167E+01    0.00000000E+00    0.20589688E+07    0.29867569E+08    0.10413096E+04    0.25278387E+02   -0.66607401E+02
  0.0006   -0.10873455E+06   -0.11616032E+06   -0.87765092E+05   -0.26791455E+01   -0.12816255E+00    0.14184150E+00   -0.21597721E+05   -0.22287027E+06   -0.24587747E+07   -0.86387300E+02   -0.31309602E+01    0.44333131E+01    0.00000000E+00   -0.19057082E+06   -0.23741458E+07   -0.51842885E+03   -0.12560204E+02   -0.52562868E+01    0.00000000E+00    0.24584617E+07    0.29713685E+08    0.10380451E+04    0.25122417E+02   -0.66289957E+02
  0.0007   -0.12645106E+06   -0.13817971E+06   -0.11876105E+06   -0.36323296E+01   -0.17346846E+00    0.19189279E+00   -0.20925540E+05   -0.29334859E+06   -0.28517234E+07   -0.10041865E+03   -0.36313340E+01    0.51418221E+01    0.00000000E+00   -0.21831652E+06   -0.23300114E+07   -0.51651035E+03   -0.12468755E+02   -0.53006143E+01    0.00000000E+00    0.28513595E+07    0.29533145E+08    0.10342081E+04    0.24939516E+02   -0.65917435E+02
  0.0008   -0.14398445E+06   -0.16138382E+06   -0.15407378E+06   -0.47228656E+01   -0.22511226E+00    0.24888649E+00   -0.20167505E+05   -0.37369433E+06   -0.32370711E+07   -0.11428375E+03   -0.41220290E+01    0.58366264E+01    0.00000000E+00   -0.24426105E+06   -0.22796335E+07   -0.51431070E+03   -0.12364189E+02   -0.53510336E+01    0.00000000E+00    0.32366570E+07    0.29326594E+08    0.10298086E+04    0.24730382E+02   -0.65491129E+02
  0.0009   -0.16131153E+06   -0.18591211E+06   -0.19351658E+06   -0.59468854E+01   -0.28283252E+00    0.31250965E+00   -0.19330844E+05   -0.46350413E+06   -0.36138546E+07   -0.12796087E+03   -0.46018184E+01    0.65159888E+01    0.00000000E+00   -0.26818376E+06   -0.22232380E+07   -0.51183571E+03   -0.12246903E+02   -0.54072441E+01    0.00000000E+00    0.36133909E+07    0.29094766E+08    0.10248585E+04    0.24495805E+02   -0.65012501E+02
  0.0010   -0.17841021E+06   -0.21189268E+06   -0.23688235E+06   -0.73000797E+01   -0.34633912E+00    0.38241524E+00   -0.18423275E+05   -0.56233012E+06   -0.39811574E+07   -0.14142911E+03   -0.50695353E+01    0.71782571E+01    0.00000000E+00   -0.28987801E+06   -0.21610765E+07   -0.50909193E+03   -0.12117335E+02   -0.54689122E+01    0.00000000E+00    0.39806449E+07    0.28838478E+08    0.10193708E+04    0.24236666E+02   -0.64483185E+02
  0.0012   -0.21184023E+06   -0.26866052E+06   -0.33446214E+06   -0.10374709E+02   -0.48942097E+00    0.53953178E+00   -0.16429730E+05   -0.78503833E+06   -0.46839167E+07   -0.16765964E+03   -0.59644165E+01    0.84453726E+01    0.00000000E+00   -0.32583219E+06   -0.20205752E+07   -0.50282721E+03   -0.11823318E+02   -0.56071400E+01    0.00000000E+00    0.46833091E+07    0.28256167E+08    0.10068410E+04    0.23648625E+02   -0.63279780E+02
