      Year        North         East           Up   SigmaNorth    SigmaEast      SigmaUp
 2004.8361       -0.809        1.151       -3.892        2.764        1.980        7.791
 2004.8388       -0.183        1.601       -9.798        2.806        2.028        7.920
 2004.8415       -1.622        1.211       -3.961        2.742        1.938        7.614
 2004.8443       -2.441        1.733       -1.037        2.773        1.972        7.800
 2004.8470        0.245        1.306       -0.645        2.798        1.994        7.901
 2004.8497        1.197        2.430        5.228        2.824        2.023        7.994
 2004.8525        1.715        3.883        4.809        3.542        2.427        9.777
 2004.8552       -0.557        1.241       -4.131        2.878        2.054        8.220
 2004.8579        0.830        4.969       -0.514        2.960        2.120        8.603
 2004.8607        0.896        4.510       -8.030        2.765        1.983        7.765
 2004.8634       -0.106        2.488       -1.684        2.751        1.956        7.660
 2004.8661        0.283        3.926       -4.750        2.750        1.990        7.770
 2004.8689       -0.185        3.280       -4.110        2.806        2.007        7.992
 2004.8716        0.906        5.142        4.990        2.794        2.027        8.005
 2004.8743       -1.015        1.057       -1.464        2.766        2.000        7.855
 2004.8770        1.008        2.276       -3.896        2.767        1.992        7.794
 2004.8798        1.888        2.244        3.784        2.815        2.035        8.078
 2004.8825        1.667        1.365       -7.385        2.863        2.070        8.155
 2004.8852        2.275        3.654       -5.692        2.746        1.958        7.680
 2004.8880        2.080        3.204       -2.461        2.741        1.978        7.704
 2004.8907        1.581        2.699        0.610        2.745        1.971        7.698
 2004.8934        0.605        2.770        1.168        2.813        2.002        7.887
 2004.8962        1.500        2.119       10.919        2.815        2.001        7.910
 2004.8989        0.925        1.314        3.135        2.767        2.035        7.949
 2004.9016        2.304        1.477        0.546        2.714        1.954        7.696
 2004.9044       -0.721       -0.723        1.079        2.702        1.969        7.703
 2004.9071        1.128        0.200       -2.820        2.708        1.954        7.689
 2004.9098        2.757        0.823        0.863        2.698        1.961        7.640
 2004.9126       -0.962        1.680       -3.684        2.674        1.955        7.590
 2004.9153        3.702        1.481        0.793        2.988        2.191        8.762
 2004.9180        0.326       -0.573       -1.627        2.846        2.011        8.019
 2004.9208        2.164        2.481        2.769        2.777        1.991        7.843
 2004.9235        4.434        0.620        3.840        2.731        1.973        7.713
 2004.9262        1.412       -0.283        6.949        2.674        1.954        7.628
 2004.9290        1.813       -0.238        6.007        2.712        1.964        7.686
 2004.9317        1.775        0.010       10.632        2.775        1.996        7.870
 2004.9344        3.535        0.189        4.745        2.763        1.992        7.809
 2004.9372        6.283        3.447        5.010        2.722        1.967        7.677
 2004.9399        5.019        2.072        2.913        2.848        2.052        8.098
 2004.9426        3.073       -1.094        1.679        2.798        1.998        7.933
 2004.9454        1.983        1.608       -5.166        2.743        1.968        7.751
 2004.9481        2.597        1.757        3.586        2.779        1.952        7.796
 2004.9508        0.187        0.550        1.279        2.792        1.991        7.766
 2004.9536        1.557        1.635       -3.318        2.791        1.979        7.688
 2004.9563        2.312       -0.696       -5.789        2.781        1.953        7.719
 2004.9590        1.674       -0.866       -4.811        2.686        1.912        7.496
 2004.9617        2.532        0.661       -9.939        2.697        1.926        7.575
 2004.9645        1.641       -0.799       -4.105        2.721        1.961        7.796
 2004.9672        1.114       -0.796        0.721        2.691        1.940        7.604
 2004.9699        3.748        0.206        1.756        2.733        1.960        7.766
 2004.9727        2.977        1.184       -5.119        2.744        1.980        7.863
 2004.9754        1.184        2.021       -3.590        3.331        2.536       10.060
 2004.9781        0.863       -1.197       -4.337        2.707        1.938        7.630
 2004.9809        1.373       -0.578        4.044        2.699        1.944        7.630
 2004.9836        3.467       -1.609        3.077        2.834        1.980        7.811
 2004.9863        1.522       -0.745       -3.254        2.819        1.978        7.823
 2004.9891        1.140       -1.565        0.976        2.886        1.996        7.873
 2004.9918        2.153       -1.340        6.606        2.819        1.952        7.758
 2004.9945        1.437        0.076        6.350        2.826        1.968        7.765
 2004.9973        0.447       -0.125        3.977        2.906        2.023        7.923
 2005.0000        1.409        1.026       -1.217        2.850        1.990        7.851
 2005.0027        1.755        0.743       -1.670        2.868        2.006        7.937
 2005.0055        0.972        0.914       -2.748        2.849        1.976        7.812
 2005.0082        2.101       -0.078       -5.640        2.833        1.982        7.780
 2005.0110        1.598        0.109       -0.947        2.844        1.995        7.878
 2005.0137        1.893       -0.454        0.587        2.858        2.029        7.990
 2005.0219       -4.899       -3.773       15.730        2.718        1.899        7.423
 2005.0301        2.146        0.833        1.545        2.797        1.988        7.875
 2005.0329        2.181        1.560       -6.930        2.797        1.991        7.827
 2005.0356        2.958        0.008       -7.717        2.761        1.951        7.668
 2005.0384        1.811        0.890       -5.964        2.740        1.949        7.640
 2005.0411        3.230        1.499       -2.507        2.751        1.971        7.742
 2005.0438        2.713        2.109        4.910        2.811        2.011        7.945
 2005.0466        1.470        1.339        2.240        2.857        2.020        8.009
 2005.0493        3.064        1.113        4.031        2.831        2.026        7.962
 2005.0521        2.734        1.287        5.500        2.833        2.025        8.000
 2005.0548        3.393        0.564        0.312        2.755        1.978        7.766
 2005.0575        3.607        1.229        6.982        2.751        1.970        7.736
 2005.0603        4.017        1.046        7.225        2.758        1.993        7.793
 2005.0630       -0.389       -1.196        0.587        2.770        1.971        7.733
 2005.0658        2.467        0.843       -1.297        2.776        1.991        7.765
 2005.0685        1.788       -0.560        2.651        2.757        1.964        7.708
 2005.0712        1.548       -1.693        0.160        2.754        1.968        7.719
 2005.0740       -0.081       -1.221        2.830        2.756        2.010        7.885
 2005.0767        0.509       -0.599       -3.629        2.724        1.960        7.646
 2005.0795       -0.333       -1.359       -2.862        2.764        1.968        7.740
 2005.0822        2.757        0.263        1.493        2.766        1.974        7.797
 2005.0849       -0.456       -0.021        2.137        2.763        1.964        7.761
 2005.0877        0.833       -0.674       -4.149        2.752        1.951        7.721
 2005.0904       -0.606        2.552        0.159        2.815        1.963        7.820
 2005.0932        0.166        0.337        1.083        2.757        1.958        7.750
 2005.0959        0.358       -0.009        0.578        2.732        1.944        7.654
 2005.0986        1.461        1.139        3.846        2.752        1.955        7.750
 2005.1014       -0.444       -0.482       -1.248        2.739        1.943        7.658
 2005.1041       -0.142        0.140        0.372        2.783        1.987        7.811
 2005.1068        0.093       -1.163        3.871        2.800        1.989        7.831
 2005.1096       -0.780       -2.231        1.975        2.777        1.943        7.726
 2005.1123       -0.003       -1.126        4.291        2.751        1.922        7.629
 2005.1151        1.541       -0.421       12.619        2.783        1.949        7.725
 2005.1178       -0.529       -2.413        6.778        2.785        1.948        7.760
 2005.1205       -0.875       -2.574        1.744        2.749        1.917        7.581
 2005.1233       -0.255       -2.329       -3.503        2.745        1.909        7.574
 2005.1260        2.090       -0.653       -2.630        2.752        1.917        7.624
 2005.1288        1.165       -0.045        0.835        2.848        1.953        7.692
 2005.1315       -0.506        0.540        0.082        2.765        1.942        7.737
 2005.1342       -1.117        0.257        1.192        2.761        1.943        7.697
 2005.1370        0.300        1.403        4.424        2.757        1.927        7.664
 2005.1397        0.006        0.281        0.156        2.765        1.937        7.718
 2005.1425        0.067       -0.024       -1.018        2.746        1.927        7.635
 2005.1452       -0.634       -0.188        2.079        2.834        1.963        7.848
 2005.1479       -0.206        1.469        4.174        2.798        1.953        7.745
 2005.1507       -0.221        0.371        2.689        2.856        1.960        7.875
 2005.1534       -1.077        2.135        0.970        2.820        1.952        7.770
 2005.1562       -0.103        0.338       -2.453        2.799        1.943        7.708
 2005.1589       -0.716        0.327        1.290        2.831        1.952        7.800
 2005.1616        2.305        0.317        1.730        2.828        1.953        7.832
 2005.1644        0.338        1.537        3.132        2.836        1.953        7.838
 2005.1671       -1.450        1.510        3.003        2.837        1.953        7.840
 2005.1699       -0.093       -0.752       -1.176        2.830        1.953        7.802
 2005.1726        1.838       -0.048        1.377        2.827        1.960        7.811
 2005.1753        0.284        1.942        2.408        2.827        1.953        7.838
 2005.1781        1.337        1.844        1.963        2.832        1.956        7.801
 2005.1808        3.673        3.462        5.912        2.832        1.950        7.813
 2005.1836        1.420        2.684        1.559        2.899        2.012        8.018
 2005.1863        0.574        0.813       -2.461        2.823        1.958        7.805
 2005.1890        1.560       -0.470       -1.479        2.817        1.942        7.761
 2005.1918        0.085       -1.332       -0.486        2.838        1.951        7.837
 2005.1945        2.777        0.198       -6.246        2.855        1.952        7.817
 2005.1973        2.862        1.219       -3.001        2.837        1.945        7.786
 2005.2000        2.759        1.068        3.021        2.902        2.001        8.021
 2005.2027        2.828        0.449        4.716        2.886        2.007        7.968
 2005.2055        1.864        1.013        1.912        2.878        1.989        8.062
 2005.2082        2.796        1.414        6.369        2.808        1.924        7.689
 2005.2110        2.967        0.506        8.825        2.836        1.950        7.804
 2005.2137        0.102        2.097       10.233        2.843        1.957        7.872
 2005.2164        0.805        1.671        7.826        2.798        1.939        7.743
 2005.2192        2.229        2.398        1.435        2.803        1.943        7.755
 2005.2219        0.818        0.615        2.301        2.815        1.939        7.752
 2005.2247       -0.383        0.388        2.107        2.819        1.936        7.740
 2005.2274       -0.436       -0.199        2.393        2.822        1.944        7.774
 2005.2301       -0.268        1.679        9.852        2.824        1.966        7.858
 2005.2329       -0.988       -0.133        4.803        2.778        1.932        7.667
 2005.2356       -1.130       -1.108        5.961        2.803        1.953        7.771
 2005.2384        1.230       -1.012        9.714        2.883        2.008        7.960
 2005.2411        0.200       -1.306        6.340        2.820        1.945        7.774
 2005.2438        3.491        0.143        3.187        2.871        1.977        7.906
