      Year        North         East           Up   SigmaNorth    SigmaEast      SigmaUp
 2005.0712        1.041       -1.042        2.073        2.675        1.869        7.220
 2005.0740       -0.065       -0.662        2.371        2.687        1.926        7.471
 2005.0767        0.151       -1.010        0.552        2.648        1.862        7.194
 2005.0795        0.606       -0.950       -2.362        2.673        1.872        7.259
 2005.0822        1.405        0.388       -0.551        2.662        1.873        7.270
 2005.0849        0.169        0.369        0.234        2.670        1.862        7.264
 2005.0877        0.343       -0.477       -3.432        2.664        1.868        7.277
 2005.0904       -0.694        1.436       -6.050        2.745        1.892        7.440
 2005.0932       -0.202        0.837        4.630        2.686        1.872        7.318
 2005.0959        0.816        0.049        5.781        2.677        1.870        7.277
 2005.0986        1.208        0.832        4.237        2.662        1.862        7.225
 2005.1014       -1.098        0.157       -0.648        2.659        1.853        7.231
 2005.1041        1.478        0.735       -0.982        2.697        1.910        7.344
 2005.1068        0.470       -0.708        1.519        2.719        1.927        7.470
 2005.1096       -0.742       -0.965        3.622        2.669        1.865        7.263
 2005.1123       -0.220       -1.794        4.124        2.680        1.859        7.238
 2005.1151       -1.204       -0.238        8.496        2.664        1.849        7.162
 2005.1178       -0.463       -2.335        6.787        2.646        1.841        7.138
 2005.1205       -0.428       -2.699        2.853        2.655        1.852        7.178
 2005.1233        0.518       -1.982       -2.192        2.679        1.857        7.211
 2005.1260        3.264       -0.474        0.272        2.675        1.871        7.267
 2005.1288        1.911       -0.186        0.803        2.750        1.878        7.266
 2005.1315        0.884        1.421       -1.191        2.677        1.857        7.280
 2005.1342        0.580       -0.162        3.419        2.659        1.848        7.189
 2005.1370        0.939        1.256        5.873        2.669        1.859        7.281
 2005.1397        1.734       -0.194        2.676        2.685        1.877        7.328
 2005.1425        0.120       -0.343        1.833        2.684        1.865        7.286
 2005.1452       -0.081        0.234        2.523        2.738        1.877        7.379
 2005.1479        0.878        1.241        6.213        2.716        1.876        7.327
 2005.1507        0.166        0.259        5.828        2.731        1.872        7.339
 2005.1534       -0.948        1.675        2.670        2.742        1.888        7.411
 2005.1562        0.591        0.039        1.954        2.753        1.889        7.426
 2005.1589       -0.301        0.557        2.618        2.745        1.874        7.367
 2005.1616       -0.546       -1.254        8.017        2.726        1.869        7.334
 2005.1644       -1.446        1.870        5.183        2.737        1.869        7.354
 2005.1671       -1.175        0.758        5.556        2.748        1.892        7.460
 2005.1699        0.413       -0.191        2.792        2.761        1.886        7.458
 2005.1726       -0.248        0.473        0.936        2.752        1.893        7.477
 2005.1753       -0.420        1.737        4.315        2.741        1.881        7.387
 2005.1781        1.186        1.191        6.698        2.740        1.868        7.351
 2005.1808        1.518        2.678        3.998        2.756        1.885        7.446
 2005.1836        1.372        1.871        1.046        2.816        1.939        7.607
 2005.1863        0.856       -0.171       -2.031        2.751        1.882        7.425
 2005.1890        1.186       -0.568       -0.097        2.731        1.879        7.384
 2005.1918       -0.576       -2.237        2.043        2.747        1.872        7.373
 2005.1945        3.113        1.006       -3.145        2.756        1.868        7.328
 2005.1973        3.988        1.199       -0.103        2.754        1.889        7.455
 2005.2000        2.440        1.067        6.932        2.815        1.937        7.588
 2005.2027        2.624        2.194        7.069        2.794        1.910        7.471
 2005.2055        2.986        1.100        3.861        2.729        1.865        7.324
 2005.2082        3.085        1.656        4.342        2.736        1.855        7.293
 2005.2110        2.057        0.620        8.940        2.754        1.865        7.360
 2005.2137        0.504        0.414       15.845        2.741        1.872        7.381
 2005.2164        0.592       -0.402        3.323        2.742        1.869        7.382
 2005.2192        1.930        1.625        2.251        2.748        1.864        7.376
 2005.2219        3.297        0.295        6.741        2.743        1.869        7.395
 2005.2247        1.886        0.549        3.837        2.739        1.860        7.321
 2005.2274        0.258        0.315        3.409        2.751        1.879        7.401
 2005.2301       -1.280       -0.313        7.827        2.734        1.870        7.364
 2005.2329       -1.150       -0.266        8.101        2.734        1.876        7.417
 2005.2356        0.186       -1.317        9.463        2.736        1.858        7.328
 2005.2384        1.871       -1.168        7.672        2.798        1.918        7.502
 2005.2411        2.757       -1.964        5.868        2.737        1.863        7.330
 2005.2438        1.821       -0.861        5.425        2.799        1.904        7.506
 2005.2466       -0.295        0.219        5.155        2.731        1.873        7.338
 2005.2493        1.574        0.305        1.490        2.737        1.868        7.349
 2005.2521        1.936       -0.513        6.883        2.811        1.878        7.553
 2005.2548        1.561       -1.363        3.478        2.836        1.877        7.666
 2005.2575        0.364        0.785       -0.148        2.759        1.894        7.482
 2005.2603        0.649        0.586       -0.158        2.736        1.866        7.359
 2005.2630        0.544        0.054        6.560        2.765        1.890        7.542
 2005.2658       -0.045       -1.875        3.852        2.758        1.873        7.436
 2005.2685        0.937       -1.906        1.566        2.768        1.878        7.493
 2005.2712        2.162        1.192        0.584        2.755        1.869        7.417
 2005.2740       -0.439       -2.221       -0.483        2.736        1.877        7.369
 2005.2767       -0.016       -0.857        0.665        2.742        1.878        7.442
 2005.2795        2.154       -0.879       -4.717        2.763        1.881        7.532
 2005.2822       -0.032       -0.193       -3.698        2.872        1.908        7.517
 2005.2849       -0.931        0.878        0.239        2.833        1.895        7.505
 2005.2877       -1.597        0.886        3.224        2.760        1.883        7.390
 2005.2904       -2.345        1.171       -2.276        2.745        1.864        7.309
 2005.2932       -1.038        0.121       -1.766        2.761        1.872        7.365
 2005.2959       -1.612        0.562       -4.118        2.791        1.885        7.449
 2005.2986       -0.041        0.819       -6.099        2.777        1.885        7.462
 2005.3014        1.913        0.426       -1.734        2.772        1.885        7.452
 2005.3041        1.817        0.069        0.360        2.768        1.876        7.391
 2005.3068        0.420       -0.162        2.169        2.743        1.861        7.301
 2005.3096        1.422       -0.609       -2.059        2.773        1.875        7.419
 2005.3123        2.448        0.032       -4.848        2.773        1.877        7.437
 2005.3151        2.897        0.777       -0.063        2.765        1.876        7.419
 2005.3178        2.433        1.452       -3.319        2.756        1.879        7.399
 2005.3205        1.116        1.617        4.486        2.814        1.928        7.526
 2005.3233       -0.073       -1.022       -4.017        2.761        1.870        7.370
 2005.3260        0.425        2.247       -2.443        2.791        1.884        7.494
 2005.3288        0.458        0.609       -2.373        2.783        1.882        7.479
 2005.3315        0.722       -1.178        1.199        2.762        1.866        7.368
 2005.3342        1.052       -0.181        3.234        2.808        1.931        7.586
 2005.3370        1.573        1.460        4.736        2.750        1.889        7.407
 2005.3397        0.343        0.778        1.965        2.739        1.870        7.355
 2005.3425        2.004        0.812        1.007        2.757        1.883        7.436
 2005.3452        1.585        1.013        6.258        2.753        1.877        7.401
 2005.3479        0.029       -0.520        4.924        2.815        1.914        7.605
 2005.3507        3.070       -0.671        5.592        2.732        1.868        7.346
 2005.3534        0.951       -0.671        1.821        2.799        1.915        7.660
 2005.3562        1.090        0.828       -0.117        2.797        1.902        7.590
 2005.3589        0.029        1.202        3.252        2.811        1.924        7.565
 2005.3616        0.851        0.232        3.289        2.847        1.922        7.594
 2005.3644        2.353        0.872        4.333        2.768        1.911        7.574
 2005.3671        0.191       -0.011       10.216        2.951        2.032        8.085
 2005.3699       -1.991       -0.849        7.063        2.770        1.911        7.552
 2005.3726        2.104       -1.136        7.026        2.844        1.963        7.758
 2005.3753        0.321       -0.255       11.041        2.864        1.955        7.786
 2005.3781       -1.126       -0.449        0.259        2.775        1.922        7.607
 2005.3808        0.620        0.467        6.183        2.788        1.947        7.706
 2005.3836        2.381        0.633       -0.489        2.787        1.937        7.697
 2005.3863        0.263        1.021       -6.228        2.789        1.928        7.658
 2005.3890        2.005       -0.626       -0.873        2.786        1.939        7.683
 2005.3918        2.793       -0.732       -5.299        2.777        1.936        7.673
 2005.3945        3.500       -0.022       -4.823        2.777        1.941        7.708
 2005.3973        3.695       -0.431       -1.072        2.764        1.939        7.656
 2005.4000        0.822        0.106       -0.484        2.780        1.937        7.682
 2005.4027        2.162       -0.692       -0.214        2.802        1.953        7.812
 2005.4055        1.167       -1.025        2.781        2.789        1.925        7.660
 2005.4082        1.061        0.454       -6.177        2.802        1.948        7.782
 2005.4110        1.507        0.774       -1.290        2.892        2.019        8.029
 2005.4137        0.263        0.400       -0.530        2.747        1.875        7.415
 2005.4164        1.992       -0.029        0.438        2.753        1.876        7.393
 2005.4192        2.604        0.543       -1.587        2.790        1.889        7.519
 2005.4219        0.213        1.594        3.649        2.760        1.892        7.498
 2005.4247       -0.868        0.483        4.987        2.761        1.887        7.439
 2005.4274        1.231        0.002        3.071        2.746        1.873        7.375
 2005.4301        0.478        1.095        2.511        2.738        1.866        7.340
 2005.4329        0.616        0.386        0.216        2.769        1.886        7.452
 2005.4356        1.838        0.462       -3.599        2.778        1.908        7.548
 2005.4384        1.087        0.216        3.235        2.831        1.954        7.720
 2005.4411        0.999       -0.567       -1.907        2.816        1.941        7.628
 2005.4438        2.940        1.622        0.592        2.834        1.968        7.665
 2005.4466       -0.217        0.606       -6.121        2.850        1.965        7.759
 2005.4493        1.669       -0.509       -6.672        2.768        1.897        7.526
 2005.4521        1.465       -1.156       -2.757        2.760        1.885        7.437
 2005.4548        1.642       -0.965        0.658        2.864        1.917        7.597
 2005.4575        1.448       -0.416        2.838        2.876        1.916        7.640
 2005.4603       -0.679        1.434       -0.950        2.764        1.876        7.448
 2005.4630       -0.148        1.241       -0.200        2.772        1.882        7.500
 2005.4658       -0.021       -0.519       -4.895        2.766        1.886        7.474
 2005.4685       -1.869       -1.520       -4.088        2.753        1.888        7.476
 2005.4712       -1.611       -1.327       -5.690        2.779        1.899        7.576
 2005.4740       -0.024       -0.016       -7.048        2.807        1.921        7.679
 2005.4767        1.068       -2.582        1.224        2.770        1.885        7.494
 2005.4795       -0.476       -1.606       -2.441        2.747        1.899        7.497
 2005.4822       -0.378        1.446       -0.445        2.739        1.874        7.364
 2005.4849       -0.030       -0.372       -0.718        2.780        1.900        7.549
 2005.4877        0.488       -1.785       -2.331        2.771        1.899        7.530
 2005.4904       -1.093        0.128       -4.359        2.781        1.908        7.558
 2005.4932        0.166       -1.321        2.028        2.771        1.889        7.492
 2005.4959        0.321       -1.786       -0.066        2.740        1.876        7.390
 2005.4986       -1.406       -1.384        2.022        2.727        1.876        7.336
 2005.5014       -0.762       -0.535        4.680        2.755        1.890        7.501
 2005.5041       -1.116        0.322       -1.851        2.769        1.906        7.552
 2005.5068       -0.676       -0.807       -0.097        2.755        1.883        7.463
 2005.5096       -2.010       -1.020        1.654        2.742        1.878        7.385
 2005.5123       -0.508       -1.432        0.437        2.742        1.887        7.451
 2005.5151       -4.051       -4.292       -0.921        2.728        1.877        7.377
 2005.5178       -3.238       -0.757       -1.275        2.772        1.896        7.547
 2005.5205        0.876       -2.335        1.078        2.809        1.908        7.642
 2005.5233       -1.334       -1.704        4.012        2.755        1.877        7.435
 2005.5260        0.919       -2.787        0.703        2.753        1.889        7.444
 2005.5288       -0.577       -1.577       -1.352        2.738        1.883        7.423
 2005.5315       -1.115       -1.948       -2.657        2.746        1.883        7.445
 2005.5342       -2.606       -1.556        5.285        2.757        1.890        7.466
 2005.5370       -0.303        0.774       -5.681        2.748        1.885        7.418
 2005.5397       -0.548        0.865       -5.831        2.742        1.895        7.482
 2005.5425       -0.105       -0.554       -0.552        2.766        1.893        7.510
 2005.5452        0.456        0.424        2.106        2.736        1.891        7.453
 2005.5479       -0.245       -0.973       -2.929        2.752        1.878        7.407
 2005.5507       -2.118        0.941       -4.468        2.757        1.891        7.465
 2005.5534       -0.716       -0.713        0.913        2.770        1.898        7.535
 2005.5562       -1.761        0.217       -2.640        2.746        1.883        7.447
 2005.5589       -2.451        1.406       -3.044        2.785        1.918        7.602
 2005.5616       -0.256        0.548       -0.571        2.776        1.905        7.560
 2005.5644       -1.368       -1.325       -4.396        2.821        1.982        7.896
 2005.5671       -2.793        0.221       -1.078        2.895        2.000        7.876
 2005.5699       -1.570        1.595        0.025        2.881        1.984        7.775
 2005.5726       -3.051        2.113        0.292        2.784        1.916        7.626
 2005.5753       -2.036        1.311        3.082        2.777        1.925        7.654
 2005.5781       -3.709        1.669        5.645        2.806        1.938        7.724
 2005.5808       -2.519       -1.423       -2.636        2.813        1.949        7.805
 2005.5836       -2.524        0.971        3.003        2.796        1.916        7.642
 2005.5863       -2.313        0.729        0.123        2.775        1.895        7.557
 2005.5890       -3.052        0.766        1.498        2.769        1.899        7.589
 2005.5918       -2.630        2.614        2.361        2.762        1.894        7.544
 2005.5945       -3.045        1.237       -2.884        2.756        1.906        7.549
 2005.5973       -2.732        1.305       -0.922        2.751        1.882        7.477
 2005.6000       -0.584        1.998       -4.191        2.767        1.879        7.464
 2005.6027       -1.200        0.297        2.124        2.761        1.890        7.500
 2005.6055       -3.288        2.877       -8.593        2.744        1.880        7.449
 2005.6082       -0.706        0.832       -5.514        2.837        1.957        7.739
 2005.6110       -1.273        0.261       -2.720        2.821        1.949        7.637
 2005.6137       -1.895       -0.358        0.788        2.748        1.874        7.417
 2005.6164       -2.002        1.959        3.016        2.769        1.889        7.503
 2005.6192       -1.607        1.049        1.867        2.766        1.885        7.475
 2005.6219       -3.158        2.733        3.024        2.849        1.945        7.671
 2005.6247       -2.914        2.201        0.834        2.787        1.900        7.658
 2005.6274       -1.298        1.554        2.813        2.765        1.880        7.466
 2005.6301       -0.689        2.462        3.113        2.773        1.891        7.558
 2005.6329       -1.044       -0.010       12.869        2.767        1.888        7.496
 2005.6356       -3.052        0.086        4.353        2.759        1.889        7.458
 2005.6384       -0.482       -1.713       -0.145        2.767        1.887        7.500
 2005.6411        0.201       -0.929        0.780        2.776        1.904        7.550
 2005.6438       -1.770        0.314       -0.330        2.804        1.912        7.782
 2005.6466       -1.396        0.876       -1.751        2.859        1.986        7.787
 2005.6493       -0.209        0.235        6.808        2.763        1.889        7.491
 2005.6521       -0.024        2.227        4.819        2.754        1.885        7.472
 2005.6548        0.163        2.339        3.137        2.781        1.911        7.629
 2005.6575       -1.053        1.491        4.099        2.778        1.906        7.581
 2005.6603       -3.134        3.348        1.683        2.786        1.902        7.566
 2005.6630       -2.182        2.226        0.672        2.782        1.885        7.504
 2005.6658       -0.022        0.504        2.024        2.867        1.957        7.672
 2005.6685       -0.506        0.267        9.271        2.754        1.895        7.488
 2005.6712       -1.758        1.102       11.843        2.768        1.900        7.525
 2005.6740       -1.944        0.333        5.083        2.763        1.885        7.442
 2005.6767       -0.403        1.282       -4.995        2.771        1.884        7.461
 2005.6795        1.386        1.251       -7.065        2.766        1.879        7.464
 2005.6822        0.930        1.533       -0.083        2.823        1.925        7.554
 2005.6849       -0.071       -0.087       -1.734        2.825        1.914        7.543
 2005.6877       -1.696       -0.045        4.575        2.859        1.946        7.708
 2005.6904       -1.101        1.217        3.648        2.822        1.916        7.550
 2005.6932        0.291        1.571        5.313        2.925        1.953        7.892
 2005.6959        0.317        1.737       10.410        2.834        1.917        7.576
 2005.6986       -1.303        0.076        4.110        2.897        1.977        7.754
 2005.7014       -1.643       -0.456        6.273        2.876        1.964        7.682
 2005.7041       -3.076        2.239        2.697        2.896        1.978        7.788
 2005.7068       -3.712        1.161        0.901        2.878        1.972        7.708
 2005.7096       -3.092        0.473        1.606        2.735        1.868        7.401
 2005.7123       -3.034       -0.655        0.153        2.723        1.870        7.383
 2005.7151       -1.917       -0.762        3.443        2.795        1.906        7.575
 2005.7178       -0.806       -0.634       -2.841        2.730        1.877        7.379
 2005.7205       -1.171       -1.021       -4.410        2.767        1.906        7.557
 2005.7233       -2.186       -0.988       -3.849        2.753        1.878        7.432
 2005.7260        1.204       -1.773        0.272        2.736        1.876        7.373
 2005.7288       -1.160       -0.792       -0.372        2.794        1.931        7.569
 2005.7315       -0.821       -0.704        2.997        2.807        1.935        7.577
 2005.7342       -0.854       -0.208        3.990        2.793        1.927        7.533
 2005.7370       -1.932        0.026       -0.410        2.815        1.937        7.611
 2005.7397       -2.481       -1.342        7.215        2.875        1.945        7.673
 2005.7425       -3.557       -0.492        8.612        2.860        1.930        7.645
 2005.7452       -3.849       -3.438        1.384        2.740        1.896        7.482
 2005.7479       -3.813       -0.551        5.811        2.743        1.879        7.372
 2005.7507       -3.710       -1.479        4.342        2.789        1.930        7.507
 2005.7534       -2.948       -1.096       -0.054        2.812        1.934        7.589
 2005.7562       -1.931       -1.481       -4.965        2.810        1.916        7.521
 2005.7589       -0.244       -0.596       -2.059        2.762        1.884        7.442
 2005.7616       -2.040       -2.049        1.663        2.761        1.892        7.465
 2005.7644       -4.193       -1.129        3.271        2.740        1.875        7.373
 2005.7671       -4.734       -1.492        4.002        2.770        1.889        7.468
 2005.7699       -2.152       -0.920        3.268        2.766        1.885        7.490
 2005.7726       -2.790       -0.991        2.549        2.755        1.886        7.443
 2005.7753       -0.676       -1.451       -2.997        2.788        1.933        7.542
 2005.7781       -3.058       -0.868        2.021        2.789        1.929        7.575
 2005.7808       -2.687       -1.854        1.564        2.791        1.933        7.700
 2005.7836       -3.261       -0.996        4.329        2.745        1.883        7.514
 2005.7863       -1.077       -1.825        3.862        2.737        1.868        7.374
 2005.7890       -1.489        0.668       -0.430        2.741        1.894        7.501
 2005.7918       -2.613       -0.857        4.062        2.742        1.880        7.454
 2005.7945       -0.561       -0.820       -1.720        2.836        1.956        7.683
 2005.7973       -0.399       -0.513        3.822        2.793        1.944        7.620
 2005.8000       -2.218        0.029       -3.609        2.850        1.922        7.583
 2005.8027       -0.856        0.380       -0.333        2.772        1.883        7.530
 2005.8055       -1.417        1.427       -0.488        2.772        1.905        7.527
 2005.8082       -2.537       -0.044        3.676        2.778        1.900        7.532
 2005.8110       -0.781        1.811       -0.960        2.779        1.902        7.520
 2005.8137       -0.642        3.292       -0.652        2.776        1.904        7.544
 2005.8164       -2.437        0.524       -1.467        2.826        1.949        7.669
 2005.8192       -0.020       -0.092       -0.472        2.769        1.891        7.481
 2005.8219        0.387        0.582        0.023        2.776        1.902        7.528
 2005.8247       -1.424        0.486       -0.111        2.761        1.905        7.481
 2005.8274       -0.985        1.515       -3.026        2.774        1.904        7.500
 2005.8301        0.977        1.487        0.566        2.855        1.982        7.721
 2005.8329        1.491        1.299       -1.592        2.826        1.952        7.525
 2005.8356        0.404        1.604       -4.688        2.833        1.946        7.532
 2005.8384        1.225        0.932        2.376        2.838        1.958        7.572
 2005.8411       -0.342       -0.717        3.224        2.833        1.967        7.604
 2005.8438        0.834        0.405        1.271        2.881        2.011        7.731
 2005.8466        1.986       -1.367        5.242        2.873        2.008        7.689
 2005.8493        1.825        0.816       -2.506        2.832        1.952        7.566
 2005.8521        3.305        0.870       -3.911        2.822        1.950        7.516
 2005.8548        1.336        0.826        0.147        2.809        1.952        7.527
 2005.8575       -0.064        1.638        5.160        2.848        1.981        7.704
