      Year        North         East           Up   SigmaNorth    SigmaEast      SigmaUp
 2000.4699        0.770       -2.262       -4.152        2.853        2.064        8.118
 2000.4727        0.405       -1.782        1.887        2.841        2.059        8.033
 2000.4754       -1.350       -1.795       -1.252        2.858        2.049        8.025
 2000.4781       -0.418       -0.221        5.691        2.762        1.993        7.826
 2000.4809        0.113       -1.441       -8.783        2.756        1.974        7.709
 2000.4836       -0.420       -0.889      -15.858        2.935        2.058        8.211
 2000.4863        1.969       -2.528      -10.782        3.016        2.074        8.309
 2000.4891       -1.330       -0.722      -11.891        2.947        2.044        8.154
 2000.4918       -5.914       -1.904       -5.367        3.070        2.206        8.692
 2000.4945       -1.193       -3.261       -0.913        3.045        2.174        8.302
 2000.4973       -1.870       -1.520       -7.563        2.798        1.982        7.716
 2000.5000       -1.349       -1.588       -1.689        2.935        2.042        8.109
 2000.5027       -1.918       -1.566       -4.137        2.822        1.986        7.796
 2000.5055       -0.799       -0.916       -7.002        2.833        1.999        7.881
 2000.5082       -1.326       -1.098       -3.763        2.834        1.994        7.847
 2000.5109       -1.217       -2.635       -7.631        2.825        1.995        7.825
 2000.5137       -1.209       -2.053       -0.946        2.825        2.001        7.836
 2000.5164       -2.048        0.128       -4.791        2.849        2.013        7.938
 2000.5191       -0.311        0.577       -6.733        2.934        2.042        8.057
 2000.5219       -2.599       -2.219       -8.338        2.858        2.007        7.857
 2000.5246       -3.568       -4.162       -0.619        2.795        1.987        7.704
 2000.5273       -1.983       -0.265       -1.652        2.807        1.990        7.780
 2000.5301       -1.605        0.391       -4.077        2.852        2.016        7.947
 2000.5328       -4.571       -2.209        1.575        2.884        2.033        7.967
 2000.5355       -4.782       -4.750      -11.492        2.914        2.106        8.134
 2000.5383       -2.978       -2.490       -5.666        2.850        2.011        7.877
 2000.5410       -0.368       -2.065       -4.955        2.816        1.998        7.828
 2000.5437       -0.927        0.136       -8.372        2.842        2.024        7.999
 2000.5464        0.040       -0.376       -6.296        3.041        2.122        8.491
 2000.5492       -2.100       -4.088       -4.746        2.829        2.000        7.865
 2000.5519       -0.212       -2.775       -6.299        2.833        1.999        7.863
 2000.5546       -2.517       -0.886        1.928        2.877        2.022        7.970
 2000.5574       -0.275       -1.603       -5.007        2.915        2.023        8.020
 2000.5601       -1.766       -1.879       -6.005        2.816        1.998        7.829
